whole name,name,address,price level,types,service type,website,phone number,rating,review count,opening hours,Category
Atlas Acon Electric Service 10013 greater NYC area,Atlas Acon Electric,"283 Hudson St, New York, NY 10013, USA",,"['electrician', 'point_of_interest', 'establishment']",Unknown,http://www.atlasacon.com/,(212) 741-0600,3.7,6.0,"Monday: 7:30 AM – 5:00 PM, Tuesday: 7:30 AM – 5:00 PM, Wednesday: 7:30 AM – 5:00 PM, Thursday: 7:30 AM – 5:00 PM, Friday: 7:30 AM – 5:00 PM, Saturday: Closed, Sunday: Closed",Not a restaurant
Atla 10012 greater NYC area,ATLA Noho,"372 Lafayette St, New York, NY 10012, USA",2.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,http://eatatla.com/,(315) 367-7701,4.2,1134.0,"Monday: 12:00 – 11:00 PM, Tuesday: 12:00 – 11:00 PM, Wednesday: 12:00 – 11:00 PM, Thursday: 12:00 – 11:00 PM, Friday: 12:00 – 11:00 PM, Saturday: 12:00 – 11:00 PM, Sunday: 12:00 – 7:00 PM",BB1
Bar Tulix 10012 greater NYC area,Bar Tulix,"25 W Houston St, New York, NY 10012, USA",3.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Full Service,http://bartulix.com/,(212) 334-7320,4.2,187.0,"Monday: Closed, Tuesday: 5:00 – 10:00 PM, Wednesday: 5:00 – 10:00 PM, Thursday: 5:00 – 11:00 PM, Friday: 5:00 – 11:00 PM, Saturday: 5:00 – 11:00 PM, Sunday: Closed",BB1
Kinky’s Dessert Bar 10002 greater NYC area,Kinky's Desert Bar,"181 Orchard St, New York, NY 10002, USA",,"['bar', 'food', 'store', 'point_of_interest', 'establishment']",Unknown,http://kinkysdessertbar.com/,,4.4,174.0,"Monday: Closed, Tuesday: 5:00 – 10:00 PM, Wednesday: 5:00 – 10:00 PM, Thursday: 5:00 – 10:00 PM, Friday: 5:00 PM – 1:00 AM, Saturday: 5:00 PM – 2:00 AM, Sunday: 5:00 – 10:00 PM",BB3
Green Garden Village 10013 greater NYC area,Green Garden Village,"216 Grand St, New York, NY 10013, USA",2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,https://greengardenvillagetogo.com/,(646) 912-9136,4.1,171.0,"Monday: 7:45 AM – 8:30 PM, Tuesday: 7:45 AM – 8:30 PM, Wednesday: 7:45 AM – 8:30 PM, Thursday: 7:45 AM – 8:30 PM, Friday: 7:45 AM – 8:30 PM, Saturday: 7:45 AM – 8:30 PM, Sunday: 7:45 AM – 8:30 PM",BB1
Paesano 10013 greater NYC area,Paesano,"136 Mulberry St, New York, NY 10013, USA",2.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",Quick Service,https://www.paesanosofmulberrystreet.com/?utm_source=gbp,(212) 965-1188,4.4,2877.0,"Monday: 11:00 AM – 10:00 PM, Tuesday: 11:00 AM – 10:00 PM, Wednesday: 11:00 AM – 10:00 PM, Thursday: 11:00 AM – 10:00 PM, Friday: 11:00 AM – 10:00 PM, Saturday: 11:00 AM – 10:00 PM, Sunday: 11:00 AM – 10:00 PM",BB1
Dim Sum Palace 10002 greater NYC area,Dim Sum Palace,"27 Division St, New York, NY 10002, USA",2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://www.dimsumpalace.com/,(212) 587-4277,4.3,570.0,"Monday: 10:00 AM – 3:00 AM, Tuesday: 10:00 AM – 3:00 AM, Wednesday: 10:00 AM – 3:00 AM, Thursday: 10:00 AM – 3:00 AM, Friday: 10:00 AM – 3:00 AM, Saturday: 10:00 AM – 3:00 AM, Sunday: 10:00 AM – 3:00 AM",BB1
Melt Bakery 10002 greater NYC area,Melt Bakery,"111 Front St, Brooklyn, NY 11201, USA",1.0,"['point_of_interest', 'store', 'food', 'establishment']",Unknown,http://www.meltbakery.com/,(646) 535-6358,4.4,150.0,,BB2
Think Coffee 10012 greater NYC area,Think Coffee,"471 Broadway, New York, NY 10013, USA",,"['cafe', 'point_of_interest', 'food', 'store', 'establishment']",Unknown,http://www.thinkcoffee.com/,,3.6,265.0,"Monday: 8:00 AM – 7:00 PM, Tuesday: 8:00 AM – 7:00 PM, Wednesday: 8:00 AM – 7:00 PM, Thursday: 8:00 AM – 7:00 PM, Friday: 8:00 AM – 7:00 PM, Saturday: 8:00 AM – 7:00 PM, Sunday: 8:00 AM – 7:00 PM",BB2
Pietro Nolita 10012 greater NYC area,Pietro Nolita,"174 Elizabeth St, New York, NY 10012, USA",2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://pietronolita.com/,(646) 998-4999,4.4,1264.0,"Monday: 5:00 – 11:00 PM, Tuesday: Closed, Wednesday: 5:00 – 11:00 PM, Thursday: 5:00 – 11:00 PM, Friday: 5:00 PM – 12:00 AM, Saturday: 12:00 PM – 12:00 AM, Sunday: 12:00 – 9:00 PM",BB1
Taiwan Pork Chop House 10013 greater NYC area,Taiwan Pork Chop House,"3 Doyers St, New York, NY 10013, USA",1.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,https://www.taiwanporkchop.com/,(212) 791-7007,4.4,426.0,"Monday: 11:00 AM – 8:30 PM, Tuesday: Closed, Wednesday: 11:00 AM – 8:30 PM, Thursday: 11:00 AM – 8:30 PM, Friday: 11:00 AM – 8:30 PM, Saturday: 11:00 AM – 8:30 PM, Sunday: 11:00 AM – 8:30 PM",BB1
Michaeli Bakery 10038 greater NYC area,Michaeli Bakery,"115A Division St, New York, NY 10002, USA",2.0,"['bakery', 'point_of_interest', 'food', 'store', 'establishment']",Unknown,https://www.michaelibakery.com/,(646) 360-2284,4.7,346.0,"Monday: 7:00 AM – 6:00 PM, Tuesday: 7:00 AM – 6:00 PM, Wednesday: 7:00 AM – 6:00 PM, Thursday: 7:00 AM – 6:00 PM, Friday: 7:00 AM – 3:00 PM, Saturday: Closed, Sunday: 8:00 AM – 6:00 PM",BB2
The Smith 10012 greater NYC area,The Smith,"55 3rd Ave, New York, NY 10003, USA",2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,https://thesmithrestaurant.com/,(212) 420-9800,4.4,2646.0,"Monday: 11:30 AM – 11:00 PM, Tuesday: 11:30 AM – 11:00 PM, Wednesday: 11:30 AM – 11:00 PM, Thursday: 11:30 AM – 11:00 PM, Friday: 11:00 AM – 12:00 AM, Saturday: 8:00 AM – 12:00 AM, Sunday: 11:30 AM – 11:00 PM",BB1
Luchadores NYC 10038 greater NYC area,Luchadores NYC,"87 South St, New York, NY 10038, USA",1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,https://elluchador.nyc/,(917) 409-3033,4.3,824.0,"Monday: 11:30 AM – 8:00 PM, Tuesday: 11:30 AM – 8:00 PM, Wednesday: 11:30 AM – 8:00 PM, Thursday: 11:30 AM – 8:00 PM, Friday: 11:30 AM – 8:00 PM, Saturday: 12:00 – 8:00 PM, Sunday: 12:00 – 8:00 PM",BB1
La Contenta 10002 greater NYC area,La Contenta LES,"102 Norfolk St, New York, NY 10002, USA",2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://lacontentales.com/,(212) 432-4180,4.6,957.0,"Monday: 3:00 PM – 12:00 AM, Tuesday: 3:00 PM – 12:00 AM, Wednesday: 3:00 PM – 12:00 AM, Thursday: 2:00 PM – 12:00 AM, Friday: 2:00 PM – 2:00 AM, Saturday: 12:00 PM – 2:00 AM, Sunday: 12:00 – 11:00 PM",BB1
Tria Bakery Cafe Diner 10038 greater NYC area,Tria Bakery Cafe Diner,"22 Chatham Square, New York, NY 10038, USA",2.0,"['bakery', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",Likely Full Service,http://www.triadinerbakery.com/,(212) 406-3653,4.5,452.0,"Monday: 7:00 AM – 5:00 PM, Tuesday: 7:00 AM – 5:00 PM, Wednesday: 7:00 AM – 5:00 PM, Thursday: 7:00 AM – 5:00 PM, Friday: 7:00 AM – 5:00 PM, Saturday: 7:00 AM – 4:00 PM, Sunday: 7:00 AM – 4:00 PM",BB1
Renwick Hospitality Group 10013 greater NYC area,The Renwick,"118 E 40th St, New York, NY 10016, USA",,"['lodging', 'point_of_interest', 'establishment']",Unknown,https://therenwick.com/,(212) 687-4875,4.2,1045.0,,Not a restaurant
Essex Market 10002 greater NYC area,Essex Market,"88 Essex St, New York, NY 10002, USA",,"['tourist_attraction', 'grocery_or_supermarket', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://www.essexmarket.nyc/,,4.5,6337.0,"Monday: 8:00 AM – 8:00 PM, Tuesday: 8:00 AM – 8:00 PM, Wednesday: 8:00 AM – 8:00 PM, Thursday: 8:00 AM – 8:00 PM, Friday: 8:00 AM – 8:00 PM, Saturday: 8:00 AM – 8:00 PM, Sunday: 10:00 AM – 6:00 PM",BB1
Parkside Lounge 10002 greater NYC area,Parkside Lounge,"317 E Houston St, New York, NY 10002, USA",1.0,"['bar', 'night_club', 'point_of_interest', 'establishment']",Unknown,http://www.parksidelounge.nyc/,(212) 673-6270,4.3,271.0,"Monday: 5:00 PM – 4:00 AM, Tuesday: 5:00 PM – 4:00 AM, Wednesday: 5:00 PM – 4:00 AM, Thursday: 5:00 PM – 4:00 AM, Friday: 3:00 PM – 4:00 AM, Saturday: 3:00 PM – 4:00 AM, Sunday: 3:00 PM – 4:00 AM",BB3
Bo Ky  greater NYC area,Bo Ky,"80 Bayard St, New York, NY 10013, USA",1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://www.bo-ky-nyc.com/,(212) 406-2292,3.9,1385.0,"Monday: 8:00 AM – 10:00 PM, Tuesday: 8:00 AM – 10:00 PM, Wednesday: 8:00 AM – 10:00 PM, Thursday: 8:00 AM – 10:00 PM, Friday: 8:00 AM – 10:00 PM, Saturday: 8:00 AM – 10:00 PM, Sunday: 8:00 AM – 10:00 PM",BB1
BETTY 10002 greater NYC area,BETTY,"193 Henry St, New York, NY 10002, USA",2.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,http://bettynewyork.com/,(646) 556-5081,4.4,147.0,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 12:00 AM, Saturday: 10:00 AM – 12:00 AM, Sunday: 10:00 AM – 10:00 PM",BB1
Bronson’s Burgers 10012 greater NYC area,Jack's Wife Freda,"226 Lafayette St, New York, NY 10012, USA",2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://locations.jackswifefreda.com/soho,(212) 510-8550,4.4,3686.0,"Monday: 8:30 AM – 10:00 PM, Tuesday: 8:30 AM – 10:00 PM, Wednesday: 8:30 AM – 10:00 PM, Thursday: 8:30 AM – 11:00 PM, Friday: 8:30 AM – 11:00 PM, Saturday: 8:30 AM – 11:00 PM, Sunday: 8:30 AM – 9:00 PM",BB1
Holy Cow 10002 greater NYC area,Holy Cow Burgers,"34 Canal St, New York, NY 10002, USA",2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://holycow.nyc/,,4.4,742.0,"Monday: 11:00 AM – 2:00 AM, Tuesday: 11:00 AM – 2:00 AM, Wednesday: 11:00 AM – 2:00 AM, Thursday: 11:00 AM – 2:00 AM, Friday: 11:00 AM – 2:00 AM, Saturday: 11:00 AM – 2:00 AM, Sunday: 11:00 AM – 2:00 AM",BB1
Highkey Rainforest Rooftop 10038 greater NYC area,Highkey Rainforest Rooftop,"6 Platt St 29th floor, New York, NY 10038, USA",,"['restaurant', 'night_club', 'bar', 'point_of_interest', 'food', 'establishment']",Likely Full Service,https://highkeyrooftop.com/,(929) 621-3270,4.0,557.0,"Monday: 5:00 PM – 1:00 AM, Tuesday: 5:00 PM – 1:00 AM, Wednesday: 5:00 PM – 1:00 AM, Thursday: 5:00 PM – 1:00 AM, Friday: 5:00 PM – 4:00 AM, Saturday: 12:00 PM – 4:00 AM, Sunday: 12:00 PM – 1:00 AM",BB3
Chihiro Tea 10012 greater NYC area,Chihiro Tea Greenwich Village,"552 LaGuardia Pl, New York, NY 10012, USA",1.0,"['point_of_interest', 'establishment']",Unknown,https://www.chihirotea.com/,,4.6,179.0,"Monday: 12:00 – 8:00 PM, Tuesday: 12:00 – 8:00 PM, Wednesday: 12:00 – 8:00 PM, Thursday: 12:00 – 8:00 PM, Friday: 12:00 – 8:00 PM, Saturday: 12:00 – 8:00 PM, Sunday: 12:00 – 8:00 PM",Not a restaurant
"Citizens Of Soho, A Breakfast Cafe 10038 greater NYC area","Citizens Of Soho, A Breakfast Restaurant & Cafe","201 Lafayette St, New York, NY 10012, USA",2.0,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,https://www.citizens.coffee/?utm_source=GMB&utm_medium=Yext,(347) 535-1245,4.7,1125.0,"Monday: 7:00 AM – 4:00 PM, Tuesday: 7:00 AM – 4:00 PM, Wednesday: 7:00 AM – 4:00 PM, Thursday: 7:00 AM – 4:00 PM, Friday: 7:00 AM – 4:00 PM, Saturday: 7:00 AM – 5:00 PM, Sunday: 7:00 AM – 5:00 PM",BB1
Amity Hall Downtown 10012 greater NYC area,Amity Hall Downtown,"80 W 3rd St, New York, NY 10012, USA",2.0,"['bar', 'night_club', 'restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,https://downtown.amityhallnyc.com/,(212) 677-2290,4.2,630.0,"Monday: 12:00 PM – 12:00 AM, Tuesday: 12:00 PM – 1:00 AM, Wednesday: 12:00 PM – 2:00 AM, Thursday: 12:00 PM – 2:00 AM, Friday: 12:00 PM – 3:00 AM, Saturday: 11:00 AM – 3:00 AM, Sunday: 11:00 AM – 12:00 AM",BB3
Little Ways 10013 greater NYC area,Little Ways,"343 W Broadway, New York, NY 10013, USA",2.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,http://www.littlewaysnyc.com/,(212) 991-8175,4.1,138.0,"Monday: Closed, Tuesday: 5:00 PM – 2:00 AM, Wednesday: 5:00 PM – 2:00 AM, Thursday: 5:00 PM – 2:00 AM, Friday: 5:00 PM – 2:00 AM, Saturday: 11:00 AM – 2:00 AM, Sunday: Closed",BB1
Delmonico's 10004 greater NYC area,Delmonico's,"56 Beaver St, New York, NY 10004, USA",4.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",Full Service,https://www.theoriginaldelmonicos.com/,(212) 381-1237,4.5,2422.0,"Monday: 12:00 – 3:00 PM, 5:00 – 10:00 PM, Tuesday: 12:00 – 3:00 PM, 5:00 – 10:00 PM, Wednesday: 12:00 – 3:00 PM, 5:00 – 10:00 PM, Thursday: 12:00 – 3:00 PM, 5:00 – 10:00 PM, Friday: 12:00 – 3:00 PM, 5:00 – 11:00 PM, Saturday: 5:00 – 11:00 PM, Sunday: 4:00 – 9:00 PM",BB3
Penguin Ice Cream 10038 greater NYC area,Penguin Ice Cream,"196 Canal St, New York, NY 10013, USA",1.0,"['point_of_interest', 'store', 'food', 'establishment']",Unknown,,(646) 422-7900,4.6,345.0,"Monday: 11:00 AM – 9:00 PM, Tuesday: 11:00 AM – 9:00 PM, Wednesday: 11:00 AM – 9:00 PM, Thursday: 11:00 AM – 9:00 PM, Friday: 11:00 AM – 9:30 PM, Saturday: 11:00 AM – 10:00 PM, Sunday: 12:00 – 9:00 PM",BB2
The Malt House 10012 greater NYC area,The Malt House Greenwich Village,"206 Thompson St, New York, NY 10012, USA",2.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://themalthousenyc.com/,(212) 228-7713,4.3,741.0,"Monday: 12:00 PM – 2:00 AM, Tuesday: 12:00 PM – 2:00 AM, Wednesday: 12:00 PM – 2:00 AM, Thursday: 12:00 PM – 2:00 AM, Friday: 12:00 PM – 4:00 AM, Saturday: 11:00 AM – 4:00 AM, Sunday: 11:00 AM – 2:00 AM",BB3
Odeon 10013 greater NYC area,The Odeon,"145 W Broadway, New York, NY 10013, USA",3.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",Full Service,http://www.theodeonrestaurant.com/,(212) 233-0507,4.5,1760.0,"Monday: 11:00 AM – 10:00 PM, Tuesday: 11:00 AM – 11:00 PM, Wednesday: 11:00 AM – 11:00 PM, Thursday: 11:00 AM – 11:00 PM, Friday: 11:00 AM – 11:00 PM, Saturday: 10:00 AM – 11:00 PM, Sunday: 10:00 AM – 10:00 PM",BB1
Vic's 10012 greater NYC area,Vic's,"31 Great Jones St, New York, NY 10012, USA",2.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,http://vicsnewyork.com/,(212) 253-5700,4.5,1020.0,"Monday: 5:00 – 10:00 PM, Tuesday: 5:00 – 11:00 PM, Wednesday: 5:00 – 11:00 PM, Thursday: 5:00 – 11:00 PM, Friday: 5:00 – 11:00 PM, Saturday: 5:00 – 11:00 PM, Sunday: 5:00 – 10:00 PM",BB1
Hwa Yuan Szechuan 10002 greater NYC area,Hwa Yuan Szechuan,"42 E Broadway, New York, NY 10002, USA",2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://hwayuannyc.com/,(212) 966-6002,4.3,1037.0,"Monday: 12:00 – 10:00 PM, Tuesday: 12:00 – 10:00 PM, Wednesday: 12:00 – 10:00 PM, Thursday: 12:00 – 10:00 PM, Friday: 12:00 – 10:30 PM, Saturday: 12:00 – 10:30 PM, Sunday: 12:00 – 10:00 PM",BB1
T.J. Byrnes Bar & Restaurant 10038 greater NYC area,T.J. Byrnes Bar & Restaurant,"Behind 55 Fulton Market, 77 Fulton St, New York, NY 10038, USA",2.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://www.tjbyrnes.com/,(212) 406-4551,4.3,230.0,"Monday: 12:00 PM – 1:00 AM, Tuesday: 12:00 PM – 1:00 AM, Wednesday: 12:00 PM – 1:00 AM, Thursday: 12:00 PM – 1:00 AM, Friday: 12:00 PM – 1:00 AM, Saturday: 1:00 PM – 1:00 AM, Sunday: 1:00 PM – 1:00 AM",BB3
Underground Pizza 10004 greater NYC area,Underground Pizza,"3 Hanover Square #2615, New York, NY 10004, USA",1.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,https://www.undergroundpizzamenu.com/?utm_source=gbp,(212) 425-4442,4.5,568.0,"Monday: 10:00 AM – 8:30 PM, Tuesday: 10:00 AM – 8:30 PM, Wednesday: 10:00 AM – 8:30 PM, Thursday: 10:00 AM – 8:30 PM, Friday: 10:00 AM – 8:30 PM, Saturday: 10:00 AM – 8:00 PM, Sunday: Closed",BB1
La Churreria 10012 greater NYC area,La Churreria,"284 Mulberry St, New York, NY 10012, USA",1.0,"['cafe', 'meal_takeaway', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",Quick Service,http://lachurrerianyc.com/,(212) 219-0400,4.6,667.0,"Monday: Closed, Tuesday: 12:00 – 8:00 PM, Wednesday: 12:00 – 8:00 PM, Thursday: 12:00 – 8:00 PM, Friday: 12:00 – 8:00 PM, Saturday: 12:00 – 8:00 PM, Sunday: 12:00 – 7:00 PM",BB1
Laughing Man Cafe 10013 greater NYC area,Laughing Man Cafe,"184 Duane St, New York, NY 10013, USA",2.0,"['cafe', 'point_of_interest', 'food', 'establishment']",Unknown,https://laughingmancoffee.com/,(212) 680-1111,4.5,771.0,"Monday: 6:00 AM – 6:00 PM, Tuesday: 6:00 AM – 6:00 PM, Wednesday: 6:00 AM – 6:00 PM, Thursday: 6:00 AM – 6:00 PM, Friday: 6:00 AM – 6:00 PM, Saturday: 6:00 AM – 6:00 PM, Sunday: 6:00 AM – 6:00 PM",BB2
169 Bar 10002 greater NYC area,169 Bar,"169 E Broadway, New York, NY 10002, USA",1.0,"['bar', 'point_of_interest', 'establishment']",Unknown,http://169barnyc.com/,(516) 986-7938,4.2,1173.0,"Monday: 2:00 PM – 4:00 AM, Tuesday: 2:00 PM – 4:00 AM, Wednesday: 2:00 PM – 4:00 AM, Thursday: 2:00 PM – 4:00 AM, Friday: 2:00 PM – 4:00 AM, Saturday: 2:00 PM – 4:00 AM, Sunday: 2:00 PM – 4:00 AM",BB3
